person_id	sex	first_name	last_name	year_of_birth	year_of_death	living_region	societal_rank	societal_rank_of_father	religion	level_of_education	letters_sent	letters_received
GSPENCER	Male	George John	Spencer	1758	1834	Other	Nobility	Nobility		Higher	0	17
GSTEEVENS	Male	George	Steevens	1736	1800	London	Professional	Professional		Higher	10	2
GSTEPNEY	Male	George	Stepney	1663	1707	London	Gentry (lower)	Gentry (lower)		Higher	0	6
GSWIFT	Male	GARRATT	SWIFT				Professional				1	0
GSYMCOTTS	Male	George	Symcotts			London	Merchant				1	0
GTALBOT	Male	Gilbert	Talbot	1552	1616	North	Nobility	Nobility		Higher	9	21
GTHIMELTHORPE	Male	GEORGE	THIMELTHORPE			East Anglia	Professional				8	5
GTHOMPSON	Male	GEORGE	THOMPSON			North					1	0
GVAUGHAN	Male	George	Vaughan			London	Other				0	1
GVILLIERS	Male	GEORGE	VILLIERS	1628	1687	Court	Nobility	Nobility		Higher	7	0
GWADDINGTON	Female	Georgiana Mary Ann	Waddington née Port	1771	1850		Gentry (lower)				0	6
GWHERVEY	Male	George William	Hervey	1721	1775	East Anglia	Nobility	Nobility			0	1
GWILLINGHAM	Male	George	Willingham			London	Merchant				0	8
H2BROUGHAM	Male	Henry Jr.	Brougham	1665	1696	Other	Clergy (lower)	Professional		Higher	18	14
H2CROMWELL	Male	Henry	Cromwell	1628	1674	Other	Gentry (lower)	Gentry (lower)		Higher	0	3
H2FOX	Male	Henry	Fox			Other	Other				0	4
H2HASTINGS	Male	Henry	Hastings	1586			Nobility			Higher	0	2
H2HOWARD	Male	Henry	Howard	1739	1779		Nobility	Nobility		Higher	0	3
H2SENHOUSE	Male	Humphrey II	Senhouse	1705	1770	North	Gentry (lower)	Gentry (lower)		Higher	0	11
H3SENHOUSE	Male	Humphrey III	Senhouse	1731	1814	North	Gentry (lower)	Gentry (lower)		Higher	5	4
H4PERCY	Male	Henry	Percy	1449	1489	North	Nobility	Nobility			26	0
H4SENHOUSE	Male	Humphrey IV	Senhouse	1773	1842	North	Gentry (lower)	Gentry (lower)		Higher	5	0
H5PERCY	Male	Henry	Percy	1478	1527	North	Nobility	Nobility			17	0
HAMORE	Female	Hannah	More	1745	1833	Other	Professional	Professional		Private	0	1
HAPETTIT	Female	Hanna	Pettit née Sprakeling			Home counties					0	1
HASTON	Male	Herbert	Aston	1613	1689	Other	Gentry (lower)	Nobility			0	30
HASTUART	Female	Henrietta Anne (Minette)	Stuart	1644	1670		Royalty	Royalty			0	27
HBAKER	Male	Henry	Baker	1698	1774	London	Professional	Professional		Apprenticed	0	4
HBARNES	Male	Henry	Barnes			Home counties	Other				1	0
HBAWDEN	Male	HUMPHREY	BAWDEN			Other	Other				4	0
HBEAVER	Male	Herbert	Beaver	1690	1768	Other	Clergy (lower)			Higher	0	1
HBERKELEY	Male	Henry	Berkeley	1534	1613	Other	Nobility	Nobility			1	0
HBETHEL	Male	Hugh	Bethel	1689	1748	London	Gentry (lower)	Gentry (lower)			0	5
HBRIGGS	Male	Henry	Briggs	1687	1748	East Anglia	Clergy (lower)	Professional		Higher	1	2
HBROOKE	Male	Henry	Brooke	1564	1619	Home counties	Nobility	Nobility		Higher	0	8
HBROUGHAM	Male	HENRY	BROUGHAM			North	Gentry (lower)	Gentry (lower)		Higher	8	0
HBROUNKER	Male	Henry	Brounker				Gentry (upper)				0	6
HBROWNE	Male	HOMPHREY	BROWNE			Other	Merchant				1	0
HCAPEL	Male	Henry	Capel				Nobility				0	10
HCAREY	Male	Henry	Carey	1524	1596	Court	Nobility	Gentry (lower)			0	1
HCHICHELE	Male	Henry	Chichele	1362	1443	Court	Clergy (upper)	Merchant		Higher	1	0
HCLIFFORD	Male	HENRY	CLIFFORD	1517	1570	North	Nobility	Nobility			2	4
HCLIFFORD1	Male	Henry	Clifford	1493	1542	North	Nobility	Nobility			0	83
HCLIFFORD10	Male	Henry	Clifford	1454	1523	North	Nobility	Nobility			0	10
HCLIFFORD5	Male	HENRY	CLIFFORD	1591	1643	North	Nobility	Nobility		Higher	1	11
HCOLET	Male	Henry	Colet	1430	1505	London	Gentry (upper)	Gentry (lower)		Apprenticed	1	0
HCONWAY	Male	Hugh Seymour	Conway	1759	1801	London	Nobility	Nobility			0	1
HCOVENTRY	Male	Henry	Coventry								0	6
HCROMWELL	Male	Henry	Cromwell	1659	1728	London	Professional			Private	0	4
HCURWEN	Male	Henry	Curwen	1730	1778	North	Gentry (lower)	Gentry (lower)		Higher	0	1
HDOGETT	Male	Henry	Dogett		1491	Other	Professional				3	1
HDRUMMOND	Male	Henry	Drummond	1730	1795	London	Professional	Nobility			0	3
HDUNDAS	Male	Henry	Dundas	1742	1811	London	Nobility	Nobility		Higher	0	2
HEBROWNE	Female	Henrietta	Browne née Terne		1712	London					0	7
HEHOWARD	Female	Henrietta	Howard née Hobart	1688	1767	Home counties	Nobility	Gentry (upper)			4	7
HEJONES	Male	Henry	Jones	1605	1682	Abroad	Clergy (upper)	Clergy (lower)		Higher	0	1
HENRY5	Male	Henry V		1387	1422	Court	Royalty	Royalty		Higher	93	2
HENRY6	Male	Henry VI		1421	1471	Court	Royalty	Royalty			0	2
HENRY7	Male	Henry VII	Tudor	1457	1509	Court	Royalty	Nobility		Higher	18	2
HENRY8	Male	Henry VIII	Tudor	1491	1547	Court	Royalty	Royalty	Anglican	Higher	38	57
HEPETTIT	Male	Henry	Pettit	1596	1625	Home counties					0	2
HFFARINGTON	Male	Henry	ffarington				Gentry (upper)				0	2
HFITZJAMES	Female	Henrietta	Fitzjames	1667	1730	Court	Nobility	Royalty			0	5
HFLEMING	Male	Henry	Fleming	1659	1728	North	Clergy (lower)	Gentry (upper)	Anglican	Higher	68	7
HFORSTER	Male	Humphrey Senior	Forster		1500	Other	Gentry (lower)				4	1
HFOX	Male	Henry	Fox	1705	1774	London	Nobility	Gentry (upper)		Higher	5	0
HFRANKLAND	Male	Henry	Frankland		1736	North	Gentry (lower)	Gentry (upper)		Higher	4	1
HGARBRAND	Male	HENRY	GARBRAND			Other	Merchant				4	7
HGAWDY	Male	Henry	Gawdy		1620	East Anglia	Gentry (upper)	Gentry (upper)		Higher	0	1
HGEE	Male	Henry	Gee				Merchant				0	1
HGILBERT	Male	Humphrey	Gilbert	1537	1583	London	Gentry (upper)	Gentry (lower)		Higher	0	1
HGRENVILLE	Female	Hester	Grenville			London	Gentry (upper)	Gentry (lower)			11	13
HGREY	Male	HENRY	GREY		1554	Other	Nobility	Nobility			3	0
HHAGGETT	Male	Humphrey	Haggett								0	1
HHANOVER	Male	Henry	Hanover	1745	1790	London	Royalty	Royalty		Private	0	1
HHARLEY	Female	Henrietta Cavendish	Harley née Holles	1694	1755	London	Nobility	Nobility		Private	0	28
HHASTINGS	Male	Henry	Hastings	1536	1595	North	Nobility	Nobility	Protestant	Higher	1	5
HHAYMAN	Male	Henry	Hayman	1724		Other	Clergy (lower)			Higher	0	1
HHESKETH	Female	Harriet	Hesketh née Cowper	1733	1807	London	Gentry (upper)	Professional			0	13
HHOBART	Male	Henry	Hobart	1554	1625	London	Gentry (upper)			Higher	1	1
HHOWARD	Male	HENRY FREDERICK	HOWARD	1608	1652	East Anglia	Nobility	Nobility		Higher	8	0
HHUTTOFT	Male	HARRY	HUTTOFT			Other	Merchant				1	0
HJERMYN	Male	Henry	Jermyn	1605	1684	Court	Nobility	Gentry (upper)			0	4
HJONES	Female	HARIS	JONES			Other	Other				1	0
HLAMBERT	Female	HESTER	LAMBERT		1639	Other	Gentry (upper)	Gentry (upper)			8	0
HLESTRANG	Male	HAMON	L'ESTRANGE	1583	1654	East Anglia	Gentry (upper)	Gentry (upper)			1	3
HLIDDELL	Male	Henry	Liddell	1673	1717	London	Gentry (lower)	Gentry (lower)		Higher	54	0
HLISLE	Female	HONOR	PLANTAGENET	1493	1566	Other	Nobility	Gentry (upper)			34	12
HMAKNEY	Male	Henry	Makney			Home counties	Gentry (lower)	Gentry (lower)	Catholic		4	0
HMARMION	Male	HENRY	MARMION			Other	Other				1	0
HMORE	Male	HENRY	MORE	1614	1687	Other	Gentry (lower)	Gentry (lower)		Higher	33	8
HMSTUART	Female	Henrietta Maria	Stuart	1609	1669	Court	Royalty	Royalty	Catholic		0	2
HMTHRALE	Female	"Hester Maria ""Queeney"""	Thrale	1764	1857	London	Gentry (lower)	Gentry (lower)		Private	0	14
HNEVILLE	Male	HENRY	NEVILLE		1593	Home counties	Gentry (upper)				3	0
HOOTON	Male		Hooton			Home counties	Other				0	1
HOWEN	Male	Henry	Owen			London					0	1
HOXINDEN	Male	Henry of Barham	Oxinden	1609	1670	Home counties	Gentry (lower)	Gentry (lower)		Higher	94	198
HPAVETT	Male	Henry	Pavett			Home counties	Other				1	1
HPEARSON	Male	Henry	Pearson			Abroad	Merchant				0	1
HPELHAM	Male	Henry	Pelham	1694	1754	London	Gentry (lower)	Nobility		Higher	15	1
HPERCY6	Male	HENRY	PERCY	1502	1537	North	Nobility	Nobility			10	3
HPINNEY	Female	Hester	Pinney	1658	1740	London	Gentry (lower)	Clergy (lower)			0	29
HPIOZZI	Female	Hester Lynch	Piozzi née Thrale née Salusbury	1741	1821	London	Gentry (lower)	Gentry (lower)		Private	68	13
HPONSONBY	Female	Henrietta	Ponsonby	1761	1821		Nobility	Nobility			2	1
HPRIDEAU	Male	HUMPHREY	PRIDEAUX	1648	1724	Other	Clergy (upper)	Gentry (lower)		Higher	45	0
HPULTENEY	Female	Henrietta Laura	Pulteney	1766	1808	London	Nobility	Gentry (upper)			0	1
HPUREFOY	Male	Henry	Purefoy	1697	1762	Home counties	Gentry (lower)	Gentry (lower)		Higher	64	1
HRADCLIFFE	Male	Henry	Radcliffe	1507	1557	London	Nobility	Nobility	Catholic		1	0
HSAVILL	Male	Henry	Savill	1499	1558	North	Gentry (upper)	Gentry (upper)			10	0
HSCROPE	Male	HENRY	SCROPE	1480	1533	North	Nobility	Nobility			2	0
HSLOCOCK	Female	Hannah	Slocock (Aldworth)			Home counties	Other	Other			3	0
HSMYTH	Male	Hugh	Smyth	1574	1627	Other	Gentry (upper)	Professional			0	6
HSOUTHWICK	Male	HENRY	SOUTHWICK		1551	Other	Merchant			Apprenticed	16	9
HSTARKY	Male	HUGH	STARKY								1	0
HSTJOHN	Male	Henry	St. John	1678	1751	London	Nobility	Nobility			13	0
HSTOCKWELL	Female	HESTER	STOCKWELL N. PERRY			Other	Professional	Professional			1	2
HSTRANGWAYS	Female	Harriot Fox	Strangways (later Frampton)	1778	1844		Nobility	Nobility		Private	0	6
HSTUART	Male	Henry Frederick	Stuart	1594	1612	Court	Royalty	Royalty		Higher	2	8
HSTUTFIELD	Male	HENRY	STUTFIELD			London	Gentry (lower)				3	0
HTHOMPSON	Male	Henry	Thompson	1626	1683	North	Gentry (upper)			Apprenticed	0	7
HTODD	Male	Hugh	Todd	1657	1728	North	Clergy (lower)	Clergy (lower)		Higher	0	1
HTYNDALE	Male	Humphrey	Tyndale		1614						0	2
HUJONES	Male	Humphrey	Jones		1690			Other			0	2
HUMERSON	Male	Mr	Humerson			Home counties					0	1
HUMPHREYLG	Male	Humphrey of Lancaster		1390	1447		Royalty	Royalty		Higher	0	4
HUNDERDOWN	Female	Hannah	Underdown née Smith		1783	Home counties	Gentry (lower)	Gentry (lower)			0	31
HUNTON	Male	Hugh	Unton			London	Professional			Higher	3	0
HUPERCY	Male	Hugh	Percy	1742	1817		Nobility	Nobility		Secondary	0	1
HVANE	Male	Henry	Vane	1589	1655	Court	Gentry (upper)	Gentry (lower)		Higher	0	3
HVERE	Male	Horace	Vere	1565	1635		Nobility				0	5
HVERNON	Male	Henry	Vernon				Gentry (upper)				0	5
HWALLBANK	Male	Harry	Wallbank			Home counties	Professional				0	2
HWALLER	Male	Hardress	Waller	1604	1666	Abroad	Gentry (upper)	Gentry (lower)			0	2
HWALPOLE	Male	Horace	Walpole	1717	1797	London	Nobility	Nobility		Higher	6	23
HWANLEY	Male	Humfrey	Wanley	1672	1726	London	Professional	Clergy (lower)		Higher	45	0
HWEBBER	Male	Henry (?)	Webber		1477	Other	Clergy (lower)			Higher	1	0
HWILLOUGHBY	Male	HENRY	WILLOUGHBY			Other	Gentry (lower)	Gentry (upper)			2	0
HWINDSOR	Male	HENRY	WINDSOR				Professional				3	0
HWYATT	Male	HENRY	WYATT	1460	1536	Other	Gentry (upper)				3	0
HYALOPE	Male	Henry	Yalope			East Anglia	Other				0	6
I2PLUMPTON	Female	Isabel	Plumpton née Babthorpe		1552	North	Gentry (lower)	Gentry (lower)			0	10
IBASIREJR	Male	Isaac Jr.	Basire	1643		North	Professional	Clergy (upper)	Anglican	Higher	2	0
IBASIRESR	Male	Isaac Sr.	Basire	1607	1676	North	Clergy (upper)	Gentry (upper)	Anglican	Higher	0	12
IBOWES	Female	ISABEL	BOWES			Other	Nobility				1	0
IJONES	Male	INIGO	JONES	1573	1652	London	Professional	Other			1	0
IMADDOX	Male	Isaac	Maddox	1697	1759	London	Clergy (upper)	Professional		Higher	0	1
IPLUMPTON	Female	Isabel	Plumpton née Neville	1485		North	Gentry (upper)	Nobility			2	0
ISANCHO	Male	(Charles) Ignatius	Sancho	1729	1780	London	Other	Other			44	0
ITILLARD	Male	ISAAC	TILLARD			Other	Merchant				2	0
IWENTWORTH	Female	Isabella	Wentworth née Apsley	1653	1733	London	Nobility	Gentry (upper)			44	0
J1BANKS	Male	Joseph 1	Banks	1665	1727	Other	Gentry (lower)	Gentry (lower)			14	36
J1CHRISTIAN	Male	John Sr	Christian	1719	1767		Gentry (lower)	Professional			2	0
J1CLAVERING	Male	James Sr.	Clavering	1646	1722	North	Gentry (lower)			Higher	0	1
J1FERRAR	Male	JOHN SR	FERRAR	1590	1657	Other	Gentry (lower)	Merchant	Anglican		8	3
J1FORTESCUE	Male	John Sr.	Fortescue		1432	Other	Gentry (upper)				0	1
J1HOSKYNS	Male	JOHN 1	HOSKYNS	1566	1638	Other	Gentry (lower)	Other		Higher	27	4
J1LOWTHER	Male	John 1	Lowther	1582	1637	North	Gentry (upper)	Gentry (upper)			0	8
J1OXINDEN	Male	JAMES	OXINDEN	1586	1657	Other	Gentry (upper)	Gentry (upper)		Higher	15	4
J1PASTON	Male	JOHN I	PASTON	1421	1466	East Anglia	Gentry (lower)	Gentry (lower)		Higher	22	261
J1POTTER	Male	John Sr	Potter	1673	1747	Other	Clergy (upper)	Professional		Higher	1	0
J1SYMCOTTS	Male	John Sr	Symcotts			Other					1	0
J1TONSON	Male	Jacob (the elder)	Tonson	1656	1736	London	Professional	Professional		Apprenticed	0	1
J1WEDGWOOD	Male	Josiah Sr	Wedgwood	1730	1795	Other	Professional	Professional		Apprenticed	52	29
J2BANKS	Male	Joseph 2	Banks	1695	1741	Other	Gentry (lower)	Gentry (lower)			20	32
J2CHRISTIAN	Male	John Jr	Christian	1756	1828	North	Gentry (lower)	Gentry (lower)		Higher	3	0
J2FERRAR	Male	JOHN JR	FERRAR	1632	1719	Other	Gentry (lower)	Gentry (lower)	Anglican		1	1
J2GILBERT	Male	John II	Gilbert				Gentry (upper)				0	4
J2HEVENINGHAM	Male	JOHN	HEVENINGHAM	1577	1633	East Anglia	Gentry (upper)	Gentry (lower)			13	4
J2HOLLES	Male	John Jr.	Holles	1595	1666		Nobility	Nobility			0	22
J2HOSKYNS	Male	JOHN 2	HOSKYNS	1579	1631	Other	Clergy (lower)	Other	Anglican	Higher	2	0
J2JACKSON	Male	John	Jackson	1673	1723	London	Other	Other			2	1
J2JOHNSON	Male	John	Johnson	1769	1833	East Anglia	Clergy (lower)	Professional		Higher	0	8
J2JONES	Male	John	Jones			Other	Other				0	2
J2OXINDEN	Male	JAMES	OXINDEN	1612	1660	Other	Clergy (lower)	Gentry (lower)		Higher	14	4
J2PASTON	Male	John II	Paston	1442	1479	London	Gentry (upper)	Gentry (lower)		Higher	42	74
J2POTTER	Male	John Jr	Potter	1715	1770	Other	Clergy (lower)	Clergy (upper)		Higher	4	1
J2SYMCOTTS	Male	John Jr	Symcotts	1592	1662	Other	Professional			Higher	21	7
J2THYNNE	Male	John	Thynne	1551	1604	Other	Gentry (lower)	Gentry (upper)			0	33
J2TONSON	Male	Jacob II	Tonson	1682	1735	London	Professional	Professional			0	1
J2WEDGWOOD	Male	Josiah Jr	Wedgwood	1769	1843	Other	Professional	Professional		Higher	28	4
J2WENTWORTH	Male	John	Wentworth(-Cresswell)			Home counties	Gentry (lower)				0	1
J2WILLIAMS	Male	John 2	Williams	1582	1650		Clergy (upper)	Gentry (lower)		Higher	0	8
J2YORKE	Male	Joseph	Yorke	1724	1792		Gentry (upper)	Nobility			0	2
J3BANKS	Male	Joseph 3	Banks			North	Clergy (lower)	Clergy (lower)		Higher	3	1
J3JONES	Male	John	Jones			Home counties	Clergy (lower)				0	3
J3PASTON	Male	John III	Paston	1444	1504	East Anglia	Gentry (upper)	Gentry (lower)			65	86
J3POTTER	Male	John	Potter	1716	1770	Other	Clergy (lower)	Clergy (lower)		Higher	0	7
J3WEDGWOOD	Male	John	Wedgwood	1721	1767	London	Professional	Professional			0	12
JA2PINNEY	Female	Jane	Pinney	1646	1694	Other	Professional	Clergy (lower)			0	1
JAARDEN	Female	Jane	Arden	1758	1840	North	Professional	Professional		Private	0	8
JABOROUGH	Male	JOHN	A BOROUGH			Other	Professional				1	0
JABREY	Male	John	Abrey			Other	Other				0	1
JACALTHORPE	Male	James	Calthorpe	1558	1615	East Anglia	Gentry (lower)				0	1
JADDISON	Male	Joseph	Addison	1672	1719	London	Gentry (lower)	Clergy (lower)		Higher	40	0
JAEBERT	Male	Johann Arnold	Ebert	1723	1795	Abroad	Professional	Professional		Higher	0	1
JALLEYN	Female	JOAN	ALLEYN N. WOODWARD	1571	1623	London	Other	Other			1	2
JAMES1	Male	James I	Stuart	1566	1625	Court	Royalty	Royalty		Higher	0	50
JAMES2	Male	James II	Stuart	1633	1701	Court	Royalty	Royalty	Catholic	Higher	5	2
JAMES3	Male	James III	Stuart	1452	1488	Abroad	Royalty	Royalty			0	2
JAPARKER	Female	Jane	Parker née Anstruther			Home counties	Gentry (lower)	Gentry (lower)			0	3
JAPAYNE	Male	James	Payne			Home counties	Professional	Other			0	2
JAPEDWARD	Male	John	ap Edward				Other				0	1
JAPINNEY	Female	Jane	Pinney	1620	1693	Other	Clergy (lower)				2	0
JARBUTHNOT	Male	John	Arbuthnot	1667	1735	London	Professional	Clergy (lower)		Higher	0	1
JARDEN	Male	John	Arden								0	2
JATOWNSHEND	Female	JANE	TOWNSHEND	1547	1618	Home counties	Gentry (upper)	Gentry (upper)			1	4
JATUTTOFT	Female	JANE	TUTTOFT			East Anglia	Gentry (lower)				2	0
JAUBREY	Male	John	Aubrey	1626	1697	Other	Professional	Gentry (lower)		Higher	0	2
JAUDLEY	Male	John	Audley			Other	Professional				0	3
JAUSTEN	Female	Jane	Austen	1775	1817	Other	Clergy (lower)	Clergy (lower)			28	0
JAWARTON	Female	Jane	Warton	1724	1809		Gentry (lower)	Clergy (lower)		Private	0	9
JBAGFORD	Male	John	Bagford	1650	1716	London	Professional			Elementary	0	4
JBAKER	Male	JOHN	BAKER			East Anglia	Professional				5	0
JBALDWIN	Male	James	Baldwin	1678	1749	East Anglia	Clergy (lower)			Higher	1	0
JBANCKES	Male	JOHN	BANCKES			North	Other				4	0
JBANKES	Male	John	Banks (Banckes)								1	0
JBANYARD	Male	JOHN	BANYARD			East Anglia	Gentry (lower)				2	0
JBARRETT	Male	John	Barrett				Professional				0	1
JBARRY	Male	John	Barry		1486	Abroad	Nobility	Nobility			0	2
JBARWICK	Male	JOHN	BARWICK			Other	Clergy (lower)		Catholic		1	0
JBASSETT	Male	JAMES	BASSETT				Professional		Catholic		3	2
JBATTIE	Male	John	Battie			London	Merchant				0	8
JBEARD	Male	John	Beard		1705	Abroad	Merchant				0	1
JBECON	Male	JOHN	BECON		1587	East Anglia	Clergy (lower)			Higher	4	1
JBEKYNSAW	Male	John	Bekynsaw	1496	1559	Abroad	Professional			Higher	0	1
JBELL	Male	John	Bell			London	Professional				0	1
JBENTHAM	Male	Jeremy	Bentham	1748	1832	London	Professional	Professional		Higher	43	55
JBENTINCK	Female	Jane Martha	Bentinck née Berkeley née Temple	1672	1751		Nobility	Gentry (upper)			0	9
JBERNARD	Male	John	Bernard	1630	1679	Other	Gentry (upper)	Gentry (upper)		Higher	0	1
JBERNEY	Male	JOHN	BERNEY		1471	East Anglia	Gentry (lower)				4	1
JBHOLROYD	Male	John Baker	Holroyd	1735	1821	Other	Nobility	Gentry (lower)		Elementary	0	18
JBLACKBONE	Male	John	Blackbone				Other				1	0
JBOKKYNG	Male	JOHN	BOKKYNG				Professional				6	1
JBOND	Male	John	Bond	1550	1612		Professional			Higher	0	1
JBONDE	Male	JOHN	BONDE			Other	Clergy (lower)				1	0
JBORE	Male	John	Bore			London	Other				0	5
JBOUNDY	Male	John	Boundy				Other				0	1
JBOYCE	Male	John	Boyce			London	Other				0	1
JBOYLE	Male	John	Boyle	1707	1762	Abroad	Nobility	Nobility		Higher	0	6
JBRACKLEY	Male	JOHN	BRACKLEY			East Anglia	Clergy (lower)			Higher	6	0
JBRADDOCK	Male	JOHN	BRADDOCK			East Anglia	Merchant				1	0
JBRADSHAW	Male	John	Bradshaw	1602	1659			Gentry (lower)		Higher	0	1
JBRIERTONNE	Male	JOHN	BRIERTONNE				Other				1	0
JBRISBANE	Male	John	Brisbane	1638	1684		Professional			Higher	0	1
JBROGRAVE	Male	JOHN	BROGRAVE	1538	1613	Home counties	Gentry (upper)			Higher	1	1
JBROWN	Male	John	Brown	1715	1766	North	Clergy (lower)	Clergy (lower)		Higher	7	0
JBROWNE	Male	John	Browne		1619	Abroad	Merchant				0	1
JBUNCE	Male	John	Bunce			Home counties	Merchant				10	0
JBUTLER	Male	James	Butler	1610	1688		Nobility	Nobility			0	2
JBYRELL	Male	John Sr.	Byrell			Home counties	Professional				0	1
JCALFHILL	Male	JAMES	CALFHILL	1530	1570	Other	Clergy (upper)		Protestant	Higher	1	0
JCALTHORPE	Male	JOHN	CALTHORPE			East Anglia	Gentry (lower)	Gentry (lower)			1	0
JCAPON	Male	JOHN	CAPON (SALCOT)		1557	Other	Clergy (upper)		Catholic	Higher	1	0
JCARLOS	Male	James	Carlos			East Anglia	Merchant				0	2
JCARPENTER	Male	John	Carpenter			London					0	1
JCARPINTER	Male	Josua (Joshua)	Carpinter (Carpenter)				Merchant				0	1
JCARTERET	Male	John	Carteret	1690	1763	London	Nobility	Nobility		Higher	7	1
JCELY	Male	JOHN	CELY		1483	London	Merchant			Apprenticed	3	0
JCHAMBERLAIN	Male	JOHN	CHAMBERLAIN	1554	1628	London	Gentry (lower)	Merchant		Higher	71	0
JCHERITON	Male	JOHN	CHERYTON			Other	Merchant				1	0
JCLARKE	Male	James	Clarke			Other	Merchant				0	3
JCLAVERING	Male	James	Clavering	1680	1748	North	Gentry (upper)	Gentry (lower)		Higher	3	183
JCLAYMOND	Male	John	Claymond	1468	1537		Professional			Higher	0	3
JCLIFT	Male	John	Clift	1759	1819	Other	Other	Other		Apprenticed	4	1
JCLITHEROW	Male	James	Clitherow			Home counties	Gentry (lower)				0	3
JCLOPTON	Male	JOHN	CLOPTON			East Anglia	Gentry (lower)	Gentry (lower)			3	3
JCOCKRAM	Male	Joseph	Cockram		1626	Abroad	Merchant				1	0
JCOKE	Male	John	Coke	1563	1644	Court	Gentry (upper)	Gentry (lower)		Higher	0	2
JCOLLAS	Male	John	Collas			Other	Professional				2	0
JCOLLET	Male	John	Collet	1708		Home counties	Merchant	Merchant		Higher	25	0
JCONINGSBY	Female	Jane	Coningsby née Pope née Wyndham	1541	1608	East Anglia	Gentry (lower)	Gentry (upper)			1	0
JCOOPE	Male	JOHN	COOPE			Other	Gentry (upper)				4	2
JCOPE	Male	Joseph	Cope	1650	1718	Other	Clergy (lower)			Higher	2	0
JCORNWALLIS	Female	Jane	Cornwallis/Bacon née Meautys	1581	1659	East Anglia	Gentry (upper)	Gentry (upper)			4	180
JCOSIN	Male	John	Cosin	1595	1672	North	Clergy (upper)	Merchant	Anglican	Higher	32	50
JCOVELL	Male	John	Covell	1638	1722	Other	Professional			Higher	0	4
JCREKE	Male	John	Creke								0	1
JCROFTS	Male	John	Crofts		1670		Clergy (lower)			Higher	0	1
JCROSS	Female	Jane	Cross			Home counties	Other				1	0
JCULLEY	Female	Jane	Culley	1720	1816	North	Other	Other			0	2
JCUNNINGTON	Female	Jane	Cunnington			London	Gentry (lower)	Gentry (lower)			0	1
JDALTON	Male	JOHN	DALTON			London	Merchant			Apprenticed	9	0
JDARCY	Male	JOHN	DARCY	1588	1635	North	Nobility	Nobility			1	4
JDAUBENEY	Male	JOHN	DAUBENEY		1469	East Anglia	Professional				3	0
JDAVID	Male	Jacob	David	1640	1689	London	Merchant	Other			0	40
JDAVIS	Male	John	Davis			Abroad	Merchant				0	2
JDAWNEY	Male	John	Dawney	1707	1766	Other	Clergy (lower)	Gentry (lower)		Higher	1	0
JDAWSON	Male	John	Dawson (Davyson)		1485	Other	Clergy (lower)			Higher	0	1
JDAWTREY	Male	JOHN	DAWTREY			Other	Professional				1	0
JDELAPOLE	Male	JOHN	DE LA POLE	1442	1491	East Anglia	Nobility	Nobility			1	0
JDESAVEUZES	Female	Jeanne	de Saveuzes			Abroad	Gentry (lower)				0	1
JDEVEREJR	Male	JOHN	DE VERE	1443	1513	Other	Nobility	Nobility			16	1
JDEVERESR	Male	JOHN	DE VERE	1408	1462	Other	Nobility	Nobility			9	1
JDIXWELL	Male	JOHN	DIXWELL		1689	Other	Professional	Gentry (lower)	Protestant		4	2
JDODDINGTON	Male	John	Doddington		1544	Home counties	Gentry (lower)				12	0
JDORMER	Male	James	Dormer	1679	1741		Professional	Gentry (lower)			0	2
JDOUGLAS	Male	John	Douglas	1721	1807	London	Clergy (upper)	Merchant		Higher	0	1
JDRUMMOND	Female	Jane	Drummond			Court	Nobility	Nobility	Catholic		0	3
JDRUMMOND2	Male	James	Drummond				Professional				0	1
JDUDLEY	Male	John	Dudley		1554		Nobility	Nobility			0	2
JDUPUY	Male	Joseph	Dupuy			London	Merchant	Merchant			1	1
JDYER	Male	John	Dyer	1653	1713	London	Professional				0	1
JEARDLEYWILMOT	Male	John	Eardley-Wilmot	1749	1815	London	Gentry (upper)	Gentry (upper)		Higher	0	4
JEDEN	Male	John	Eden	1680	1728	North	Gentry (lower)	Gentry (upper)			9	0
JELIOT	Male	JOHN	ELIOT	1604	1690	Other	Clergy (lower)	Gentry (lower)	Protestant	Higher	2	1
JELLIS	Male	John	Ellis	1645	1738		Professional	Clergy (lower)		Higher	0	45
JELLOW	Male	John	Ellow			North	Other				0	2
JELMS	Male	John	Elms			Other	Other				0	1
JEVELYN	Male	John	Evelyn	1620	1706	Home counties	Gentry (lower)	Gentry (lower)		Higher	78	32
JEVERARD	Female	JOAN	EVERARD			Other	Gentry (upper)	Gentry (upper)	Protestant		3	0
JEYRE	Male	Joseph	Eyre				Professional				0	5
JFASTOLF	Male	JOHN	FASTOLF	1378	1459	Court	Gentry (upper)				20	3
JFELL	Male	John	Fell	1625	1685	Other	Clergy (upper)	Clergy (upper)		Higher	13	0
JFINCH	Male	JOHN	FINCH	1626	1682	Other	Gentry (upper)	Gentry (upper)		Higher	8	1
JFITZGERALD	Male	James	Fitzgerald (FitzThomas?)	1459	1487	Abroad	Nobility	Nobility			0	1
JFLEMING	Male	James	Fleming	1672		Other	Professional	Gentry (upper)		Higher	17	6
JFOSTER	Male	John	Foster				Clergy (lower)				1	0
JFRENDE	Male	John	Frende			Other	Other				2	0
JFRY	Male	John	Fry				Professional			Higher	0	1
JFULLER	Female	Jane	Fuller			Home counties	Merchant				3	0
